reviewer,starRating,comment,createTime,updateTime,name,displayName,reviewer_name,review_id,reviewReply
{'displayName': 'Juliana Machado'},FOUR,"(Translated by Google) We spent the holiday at the camping, it was crowded, but it was a nice atmosphere!

(Original)
Passamos o feriado no camping, estava lotado, porém estava um ambiente gostoso!",2017-10-14T23:06:54.008Z,2017-10-14T23:06:54.008Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,Juliana Machado,Juliana Machado,ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,
{'displayName': 'Larissa Bendinelli'},FOUR,"(Translated by Google) Do not go on a long holiday... on other weekends I recommend it.....

(Original)
Não ir em feriado prolongado...nos outros finais de semana recomendo.....",2017-10-14T15:21:01.414Z,2017-10-14T15:23:22.693Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,Larissa Bendinelli,Larissa Bendinelli,ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,
{'displayName': 'Guilherme Maganha'},FOUR,,2017-10-13T19:23:03.144Z,2017-10-13T19:23:03.144Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,Guilherme Maganha,Guilherme Maganha,ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,
{'displayName': 'Wellington Domingos'},FIVE,"(Translated by Google) Show...top place...+

(Original)
Show...lugar top..+",2017-10-13T19:16:44.981Z,2017-10-13T19:16:44.981Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,Wellington Domingos,Wellington Domingos,ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,
{'displayName': 'Lari cg'},THREE,,2017-10-13T12:57:53.848Z,2017-10-13T12:57:53.848Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,Lari cg,Lari cg,ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,
{'displayName': 'Personal Allan Barbosa'},FOUR,"(Translated by Google) Great camping

(Original)
Otimo camping",2017-10-07T00:54:34.062Z,2017-10-07T00:54:34.062Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNRMmFTY3hRRRAB,Personal Allan Barbosa,Personal Allan Barbosa,ChdDSUhNMG9nS0VJQ0FnSUNRMmFTY3hRRRAB,
{'displayName': 'Aventura Do Brincar'},FIVE,"(Translated by Google) We can say that this place is a hotel, with the possibility of camping, an exceptional place for festive events! Spacious place with several leisure options, great family atmosphere, very good food and a sensational fishing spot!
And there is also an indigenous tribe, which performs for the public staying there!

(Original)
Podemos dizer que esse lugar é um hotel Fazendo, com possibilidade de acampar, excepcional lugar para eventos festivos! Lugar amplo e com diversas opções de lazer, ótimo ambiente familiar, comida muito boa e um pesqueiro sensacional!
E tem também um tribo indígena, que faz apresentação para o público que se hospeda no local!",2019-12-24T10:56:26.497974Z,2019-12-24T10:56:26.497974Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNc3NEQlVnEAE,Aventura Do Brincar,Aventura Do Brincar,ChZDSUhNMG9nS0VJQ0FnSURNc3NEQlVnEAE,
{'displayName': 'Edelcio Villaslobo'},FOUR,,2019-12-21T03:50:24.254548Z,2019-12-21T03:50:24.254548Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURNM096WmxBRRAB,Edelcio Villaslobo,Edelcio Villaslobo,ChdDSUhNMG9nS0VJQ0FnSURNM096WmxBRRAB,
{'displayName': 'Erika Vieira'},FIVE,"(Translated by Google) I loved it and I intend to go back

(Original)
Amei e pretendo voltar",2019-12-19T11:14:07.022962Z,2019-12-19T11:14:07.022962Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNakplZExREAE,Erika Vieira,Erika Vieira,ChZDSUhNMG9nS0VJQ0FnSURNakplZExREAE,
{'displayName': 'Danielle Hipolito'},ONE,"(Translated by Google) I thought it was horrible. The location is not that much for so many demands from the owners. There is no order when it comes to loud noise, much less with the accumulation of tents.

(Original)
Achei horrível.  O local nem é tanta coisa para tanta exigência por parte dos proprietários. Não há ordem em relação a som alto e muito menos com o acúmulo de barracas.",2019-12-18T10:41:04.605609Z,2019-12-18T10:41:04.605609Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURNdEpDY2xRRRAB,Danielle Hipolito,Danielle Hipolito,ChdDSUhNMG9nS0VJQ0FnSURNdEpDY2xRRRAB,
{'displayName': 'Rubens Veloso'},FIVE,"(Translated by Google) Good place

(Original)
Bom lugar",2019-12-18T09:47:27.761738Z,2019-12-18T09:47:27.761738Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNMUpmc0pREAE,Rubens Veloso,Rubens Veloso,ChZDSUhNMG9nS0VJQ0FnSURNMUpmc0pREAE,
{'displayName': 'Nelson Wagner'},FIVE,,2019-12-18T00:37:31.244345Z,2019-12-18T00:37:31.244345Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNbEl2cld3EAE,Nelson Wagner,Nelson Wagner,ChZDSUhNMG9nS0VJQ0FnSURNbEl2cld3EAE,
{'displayName': 'Ronald Serpa Scheeren'},FOUR,"(Translated by Google) Spacious, well maintained, clean place, heated pool.

(Original)
Lugar espaçoso,bem conservado, lugar limpo, piscina aquecida.",2019-12-12T22:55:11.183524Z,2019-12-17T18:40:11.365006Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNb0lYbkJREAE,Ronald Serpa Scheeren,Ronald Serpa Scheeren,ChZDSUhNMG9nS0VJQ0FnSURNb0lYbkJREAE,
{'displayName': 'Letícia'},FIVE,,2019-12-15T00:46:13.081512Z,2019-12-15T00:46:13.081512Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNcU9Td1lBEAE,Letícia,Letícia,ChZDSUhNMG9nS0VJQ0FnSURNcU9Td1lBEAE,
{'displayName': 'Lilian Castro'},FIVE,"(Translated by Google) Wonderful

(Original)
Maravilhoso",2019-12-11T22:53:17.442165Z,2019-12-11T22:53:17.442165Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNXzlUN3VRRRAB,Lilian Castro,Lilian Castro,ChdDSUhNMG9nS0VJQ0FnSUNNXzlUN3VRRRAB,
{'displayName': 'Sandra Santos'},FIVE,"(Translated by Google) Great place!

(Original)
Ótimo lugar!",2017-10-17T23:06:08.159Z,2017-10-17T23:06:18.910Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,Sandra Santos,Sandra Santos,ChZDSUhNMG9nS0VJQ0FnSUNBMG9qLVdREAE,
{'displayName': 'Janaina Santana'},FIVE,,2017-10-17T22:25:56.786Z,2017-10-17T22:25:56.786Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,Janaina Santana,Janaina Santana,ChZDSUhNMG9nS0VJQ0FnSURnZ0xYWkJBEAE,
{'displayName': 'Vinicius Rocha'},FOUR,,2017-10-16T17:50:33.270Z,2017-10-16T17:51:04.652Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,Vinicius Rocha,Vinicius Rocha,ChdDSUhNMG9nS0VJQ0FnSUNZaU1xeTVBRRAB,
{'displayName': 'Cristhian Dalmazzo'},FIVE,"(Translated by Google) Wonderful!

(Original)
Maravilhoso!",2017-10-16T15:09:20.645Z,2017-10-16T15:09:27.255Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,Cristhian Dalmazzo,Cristhian Dalmazzo,ChdDSUhNMG9nS0VJQ0FnSUNBaUpYTzZ3RRAB,
{'displayName': 'Daniel Correia'},FOUR,"(Translated by Google) We camped on the Children's Day holiday, we already imagined it would be full. But not so full...
The place was completely packed! There was a promotion on Day Use, which only increased the demand for the beautiful Camping Chapéu de Sol!
Despite the huge number of people, the format and distribution of the campsite accommodates so many people. The chalets are well spread out and there are 4 tent areas, all quite large and equipped with toilet sets, and quite far apart from each other. So far away that we only saw two of them when we took a drive before leaving.
The place has 3 swimming pools, playground, games room, courts, sauna, paintball, a replica of an indigenous village and other attractions. Honestly, I don't think we could see everything, so I must be forgetting some things and others are not worth commenting on, like the bocce court, which is well detonated.
And they are still expanding! Soon they will have a fishing lake and another pool that will be beautiful!
The service was super attentive and helpful, we saw people cleaning the camping bathroom at night and the team hired to cheer up the children was great. The downside we found was the restaurant and the system used. As I said, the camping is huge and well distributed, you can hardly have an idea of ​​how many people are inside. Until you want to eat or drink something! At mealtimes the only restaurant is quite full and the queue lasts for a long time! There's no point in arriving early, before they release the only serving line, there's already a considerable queue. What prevents the occurrence of wild west scenes is the very family atmosphere and the quality of the food, in the end everyone left satisfied.
I hope that on big holidays they prioritize guests over Day Use, or otherwise, to avoid overcrowding like Children's Day.

(Original)
Acampamos no feriado do Dia das Crianças, já imaginávamos que estaria cheio. Mas não tão cheio...
O lugar ficou completamente lotado! Havia promoção no Day Use, o que só fez aumentar a procura pelo belíssimo Camping Chapéu de Sol!
Apesar da quantidade enorme de pessoas, o formato e a distribuição do camping comportam bem tanta gente. Os chalés são bem espalhados e existem 4 áreas de barraca, todas bem grandes e equipadas com conjuntos de banheiros, e bem distantes uma da outra. Tão distantes que só vimos duas delas quando demos uma volta de carro antes de irmos embora.
O local conta com 3 piscinas, parquinho infantil, salão de jogos, quadras, sauna, paintball, uma réplica de aldeia indígena e outras atrações. Sinceramente acho que não conseguimos ver tudo, então devo estar esquecendo algumas coisas e outras não valem a pena comentar, como o campo de bocha que está bem detonado.
E eles ainda estão ampliando! Em breve contarão com lago de pesca e mais uma piscina que será lindíssima!
O atendimento foi super atencioso e prestativo, vimos pessoas limpando o banheiro do camping já de noite e a equipe contratada para animar as crianças foi ótima. O lado ruim que achamos foi o restaurante e o sistema utilizado. Como eu disse, o camping é enorme e bem distribuído, quase não dá pra ter noção de quanta gente tem lá dentro. Até você querer comer ou beber alguma coisa! Na hora das refeições o único restaurante fica bastante cheio e a fila perdura por muito tempo! Nem adianta chegar cedo, antes de liberarem a única linha de servir, já se forma uma fila considerável. O que impede a ocorrência de cenas de velho oeste é o clima bem família e a qualidade da comida, no final todos saíam satisfeitos.
Espero que nos grande feriados eles priorizem os hóspedes em detrimento do Day Use, ou contrário, para evitar superlotações como a do Dia das Crianças.",2017-10-15T01:21:27.731Z,2017-10-15T01:21:27.731Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,Daniel Correia,Daniel Correia,ChdDSUhNMG9nS0VJQ0FnSURBMU5feGpRRRAB,
{'displayName': 'Juliana Machado'},FOUR,"(Translated by Google) We spent the holiday at the camping, it was crowded, but it was a nice atmosphere!

(Original)
Passamos o feriado no camping, estava lotado, porém estava um ambiente gostoso!",2017-10-14T23:06:54.008Z,2017-10-14T23:06:54.008Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,Juliana Machado,Juliana Machado,ChZDSUhNMG9nS0VJQ0FnSURna3YtYkNnEAE,
{'displayName': 'Larissa Bendinelli'},FOUR,"(Translated by Google) Do not go on a long holiday... on other weekends I recommend it.....

(Original)
Não ir em feriado prolongado...nos outros finais de semana recomendo.....",2017-10-14T15:21:01.414Z,2017-10-14T15:23:22.693Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,Larissa Bendinelli,Larissa Bendinelli,ChdDSUhNMG9nS0VJQ0FnSUN3dVk2ei1RRRAB,
{'displayName': 'Guilherme Maganha'},FOUR,,2017-10-13T19:23:03.144Z,2017-10-13T19:23:03.144Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,Guilherme Maganha,Guilherme Maganha,ChdDSUhNMG9nS0VJQ0FnSURnb3MtdjZBRRAB,
{'displayName': 'Wellington Domingos'},FIVE,"(Translated by Google) Show...top place...+

(Original)
Show...lugar top..+",2017-10-13T19:16:44.981Z,2017-10-13T19:16:44.981Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,Wellington Domingos,Wellington Domingos,ChdDSUhNMG9nS0VJQ0FnSUNZaU5UZ3pRRRAB,
{'displayName': 'Lari cg'},THREE,,2017-10-13T12:57:53.848Z,2017-10-13T12:57:53.848Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,Lari cg,Lari cg,ChZDSUhNMG9nS0VJQ0FnSUNBMGFXUUhREAE,
{'displayName': 'Personal Allan Barbosa'},FOUR,"(Translated by Google) Great camping

(Original)
Otimo camping",2017-10-07T00:54:34.062Z,2017-10-07T00:54:34.062Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNRMmFTY3hRRRAB,Personal Allan Barbosa,Personal Allan Barbosa,ChdDSUhNMG9nS0VJQ0FnSUNRMmFTY3hRRRAB,
{'displayName': 'Aventura Do Brincar'},FIVE,"(Translated by Google) We can say that this place is a hotel, with the possibility of camping, an exceptional place for festive events! Spacious place with several leisure options, great family atmosphere, very good food and a sensational fishing spot!
And there is also an indigenous tribe, which performs for the public staying there!

(Original)
Podemos dizer que esse lugar é um hotel Fazendo, com possibilidade de acampar, excepcional lugar para eventos festivos! Lugar amplo e com diversas opções de lazer, ótimo ambiente familiar, comida muito boa e um pesqueiro sensacional!
E tem também um tribo indígena, que faz apresentação para o público que se hospeda no local!",2019-12-24T10:56:26.497974Z,2019-12-24T10:56:26.497974Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNc3NEQlVnEAE,Aventura Do Brincar,Aventura Do Brincar,ChZDSUhNMG9nS0VJQ0FnSURNc3NEQlVnEAE,
{'displayName': 'Edelcio Villaslobo'},FOUR,,2019-12-21T03:50:24.254548Z,2019-12-21T03:50:24.254548Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURNM096WmxBRRAB,Edelcio Villaslobo,Edelcio Villaslobo,ChdDSUhNMG9nS0VJQ0FnSURNM096WmxBRRAB,
{'displayName': 'Erika Vieira'},FIVE,"(Translated by Google) I loved it and I intend to go back

(Original)
Amei e pretendo voltar",2019-12-19T11:14:07.022962Z,2019-12-19T11:14:07.022962Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNakplZExREAE,Erika Vieira,Erika Vieira,ChZDSUhNMG9nS0VJQ0FnSURNakplZExREAE,
{'displayName': 'Danielle Hipolito'},ONE,"(Translated by Google) I thought it was horrible. The location is not that much for so many demands from the owners. There is no order when it comes to loud noise, much less with the accumulation of tents.

(Original)
Achei horrível.  O local nem é tanta coisa para tanta exigência por parte dos proprietários. Não há ordem em relação a som alto e muito menos com o acúmulo de barracas.",2019-12-18T10:41:04.605609Z,2019-12-18T10:41:04.605609Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSURNdEpDY2xRRRAB,Danielle Hipolito,Danielle Hipolito,ChdDSUhNMG9nS0VJQ0FnSURNdEpDY2xRRRAB,
{'displayName': 'Rubens Veloso'},FIVE,"(Translated by Google) Good place

(Original)
Bom lugar",2019-12-18T09:47:27.761738Z,2019-12-18T09:47:27.761738Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNMUpmc0pREAE,Rubens Veloso,Rubens Veloso,ChZDSUhNMG9nS0VJQ0FnSURNMUpmc0pREAE,
{'displayName': 'Nelson Wagner'},FIVE,,2019-12-18T00:37:31.244345Z,2019-12-18T00:37:31.244345Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNbEl2cld3EAE,Nelson Wagner,Nelson Wagner,ChZDSUhNMG9nS0VJQ0FnSURNbEl2cld3EAE,
{'displayName': 'Ronald Serpa Scheeren'},FOUR,"(Translated by Google) Spacious, well maintained, clean place, heated pool.

(Original)
Lugar espaçoso,bem conservado, lugar limpo, piscina aquecida.",2019-12-12T22:55:11.183524Z,2019-12-17T18:40:11.365006Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNb0lYbkJREAE,Ronald Serpa Scheeren,Ronald Serpa Scheeren,ChZDSUhNMG9nS0VJQ0FnSURNb0lYbkJREAE,
{'displayName': 'Letícia'},FIVE,,2019-12-15T00:46:13.081512Z,2019-12-15T00:46:13.081512Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSURNcU9Td1lBEAE,Letícia,Letícia,ChZDSUhNMG9nS0VJQ0FnSURNcU9Td1lBEAE,
{'displayName': 'Lilian Castro'},FIVE,"(Translated by Google) Wonderful

(Original)
Maravilhoso",2019-12-11T22:53:17.442165Z,2019-12-11T22:53:17.442165Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNXzlUN3VRRRAB,Lilian Castro,Lilian Castro,ChdDSUhNMG9nS0VJQ0FnSUNNXzlUN3VRRRAB,
{'displayName': 'Jefferson Farias'},FIVE,,2019-12-11T21:01:59.306932Z,2019-12-11T21:01:59.306932Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNdjdlWGRnEAE,Jefferson Farias,Jefferson Farias,ChZDSUhNMG9nS0VJQ0FnSUNNdjdlWGRnEAE,
{'displayName': 'Giselle Regina Ribeiro'},FIVE,"(Translated by Google) soooooo good

(Original)
Muitooooo bommm",2019-12-10T21:54:21.542456Z,2019-12-10T21:54:21.542456Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNNy1iNGN3EAE,Giselle Regina Ribeiro,Giselle Regina Ribeiro,ChZDSUhNMG9nS0VJQ0FnSUNNNy1iNGN3EAE,
{'displayName': 'Regina Sandei'},FIVE,,2019-12-10T17:58:44.374091Z,2019-12-10T17:58:44.374091Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNcjV1Qkd3EAE,Regina Sandei,Regina Sandei,ChZDSUhNMG9nS0VJQ0FnSUNNcjV1Qkd3EAE,
{'displayName': 'Solange Pires'},FIVE,"(Translated by Google) Wonderful...
A place of peace...

(Original)
Maravilhosa...
Um lugar de paz...",2019-12-09T15:49:18.204801Z,2019-12-09T15:49:18.204801Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNMTRfUW53RRAB,Solange Pires,Solange Pires,ChdDSUhNMG9nS0VJQ0FnSUNNMTRfUW53RRAB,
{'displayName': 'Mariaggg Das Dores'},FOUR,,2019-12-08T18:09:13.909060Z,2019-12-08T18:09:13.909060Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNNS1DUXBnRRAB,Mariaggg Das Dores,Mariaggg Das Dores,ChdDSUhNMG9nS0VJQ0FnSUNNNS1DUXBnRRAB,
{'displayName': 'fernanda dos santos'},FIVE,,2019-12-08T16:17:39.832474Z,2019-12-08T16:17:39.832474Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNcF9YSkF3EAE,fernanda dos santos,fernanda dos santos,ChZDSUhNMG9nS0VJQ0FnSUNNcF9YSkF3EAE,
{'displayName': 'Andreia Toda'},FIVE,,2019-12-08T09:46:57.387321Z,2019-12-08T09:46:57.387321Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNeDc3R0lREAE,Andreia Toda,Andreia Toda,ChZDSUhNMG9nS0VJQ0FnSUNNeDc3R0lREAE,
{'displayName': 'Tatiane Santos'},FIVE,,2019-12-07T22:44:14.305326Z,2019-12-07T22:44:14.305326Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNaDRDYjNnRRAB,Tatiane Santos,Tatiane Santos,ChdDSUhNMG9nS0VJQ0FnSUNNaDRDYjNnRRAB,
{'displayName': 'Daniel Roberto Alves'},FOUR,,2019-12-07T21:49:02.924108Z,2019-12-07T21:49:02.924108Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChdDSUhNMG9nS0VJQ0FnSUNNLTRmb2tBRRAB,Daniel Roberto Alves,Daniel Roberto Alves,ChdDSUhNMG9nS0VJQ0FnSUNNLTRmb2tBRRAB,
{'displayName': 'Ketellen Tsutsumi'},FIVE,,2019-12-07T18:14:16.226279Z,2019-12-07T18:14:16.226279Z,accounts/113838515205835963900/locations/4152719819240239429/reviews/ChZDSUhNMG9nS0VJQ0FnSUNNLV9LZ0pREAE,Ketellen Tsutsumi,Ketellen Tsutsumi,ChZDSUhNMG9nS0VJQ0FnSUNNLV9LZ0pREAE,
